text_clean,sentiments,scores,features
hitung angka 1 2 3 masing2 angka totol smua gitu sih,negative,0.5046982169151306,[-2.4243858  1.0162752  1.0666095]
situ kayak banting bgtttt,negative,0.9962195754051208,[-2.8924286 -1.6381886  4.186915 ]
indonesia punua tayang super bobot terima kasih ruang guru,positive,0.7997225522994995,[ 1.2154334  -0.35567224 -1.9400349 ]
produksi,positive,0.624330461025238,[ 1.0837747   0.45747846 -1.6170857 ]
yesaya ronde 1 gampang,positive,0.980993628501892,[ 3.3864162 -0.6727222 -2.7742822]
pacar ganteng banget,positive,0.9915992021560668,[ 3.6579158 -2.4356318 -1.4229283]
sedih anjing gagal babak hebat banget,negative,0.9672173261642456,[-0.20530541 -2.9356713   3.2423747 ]
tau menang 5 menit iri banget sehabat bayar spp sekolah susah bgttt skrg kuliah pda sia krna tekan biaya lain kuliah ttep usaha pinter allah kasih sempat ajar mikirin biaya lain lakuin coba suka harap impi luar keren bangettt hebat kutik poko keren,positive,0.9601064920425416,[ 3.0538015  -2.824292   -0.19679864]
kereeennn bgtttt,positive,0.9814008474349976,[ 3.1048157 -2.1007056 -1.202807 ]
emilda,positive,0.5083073377609253,[ 0.6713804   0.55276734 -1.8648745 ]
ss ronde 3 ketemu pola menang,neutral,0.5315417051315308,[ 0.87098485  1.0247049  -2.713026  ]
allah hamba salah moga lahir anak pintar aamiin,negative,0.7894303202629089,[ 0.11858886 -1.6534479   1.5970756 ]
keren banget acara kaya gin,positive,0.996467351913452,[ 4.292774  -1.7224029 -2.5163004]
ramein guyss,positive,0.9804953336715698,[ 2.8827198 -1.4955435 -2.030944 ]
ah elah sebentar banget,negative,0.994404435157776,[-2.5676515 -1.5329248  3.9512904]
inget versi korea keren banget versi indonesia nyaa,positive,0.9953708052635192,[ 4.099263  -1.6317434 -2.467058 ]
kumpul orang orang pinter cerdas universitas seru banget sih asli,positive,0.9963615536689758,[ 4.296164  -1.9531661 -2.0693219]
keren bangeeeeettt,positive,0.9966049194335938,[ 4.305377  -1.9494728 -2.2065895]
nan,positive,0.5520077347755432,[ 0.5400192  -0.94198436  0.00282718]
keren menang kalah 2 berani kandidat 1,positive,0.5081226825714111,[ 1.1573257 -2.5537329  1.0992484]
anak genz pinter banget2 dablek sedablek2nya banget jomplang banget persis kayak gap income indonesia,positive,0.979867935180664,[ 3.3850539  -2.5168047  -0.64285856]
kerenn,positive,0.9957095384597778,[ 4.046404  -2.3227382 -1.9076302]
eng subtitles,neutral,0.6440025568008423,[-0.7095968  0.6734806 -0.5239028]
gin kerja orang pinter,positive,0.6427045464515686,[ 1.5848663 -2.4084034  0.9640128]
vibesnya kaya gifted,positive,0.9920532703399658,[ 3.7372262 -1.3836715 -2.4577181]
auraany bedaa,negative,0.8446460366249084,[-0.00459904 -1.9955223   1.8166265 ]
auraany bedaa,negative,0.8446460366249084,[-0.00459904 -1.9955223   1.8166265 ]
tertawa hihi tiba2 oxford,negative,0.963210940361023,[-1.4715486 -1.1731834  2.6469417]
kerenn banget kaya film home school kualitas pakai,positive,0.9961259961128236,[ 4.173109  -2.0324197 -2.1082714]
pintar kaya gni ajar,positive,0.589579701423645,[ 1.4376817 -2.7522385  1.0534537]
jiwa jiwa kompetitif bara habis lihat iniiii,positive,0.643623948097229,[ 1.389     -2.337057   0.7533944]
merindiing wkwk gpnya capai tahan gensandwich tertawa,negative,0.9541783928871156,[-0.7433062 -2.2207994  2.4983473]
moga acara warna konten sosmed isi joget prank hal unfaedah,positive,0.6791957020759583,[ 0.75765187 -0.36094192 -1.1693034 ]
ngitungnya teman teman,negative,0.9847564101219176,[-2.5152807 -0.9304588  3.4242413]
1000eps tonton min seru banget liatin orang pinter sumpaah keren keren serta,positive,0.9897921085357666,[ 3.5061753 -1.927494  -1.6188384]
dishare ken nyoba,neutral,0.5910971760749817,[ 1.1555887  1.5382781 -3.0927663]
sih viral acara pagi2 joget2,negative,0.9679295420646667,[-1.8958488 -0.856583   2.853493 ]
kereeeen,positive,0.9890934228897096,[ 3.453107  -2.100481  -1.4870775]
sombong duluan gk lolos rond 1 yesaya,negative,0.9982470273971558,[-2.7066877 -2.1103325  4.6731496]
banget banyak acara2 tonton hibur edukasi warga indonesia ilmu tahu informasi teknologi logika nalar ajar mahasiswa generasi muda tonton acara generasi senior senang tonton acara dar usul challenge pertanyaan2 aju kontestan pirsa tonton acara kanal ruangguru cari hitung soal2 aju kayak seru rumah main hitung hitung hitung asah otak makan bangku kuliah mudah2an tuju usul,negative,0.6416707038879395,[ 0.36370942 -1.2864707   1.1219778 ]
nan,positive,0.5520077347755432,[ 0.5400192  -0.94198436  0.00282718]
lets make smart people famous,neutral,0.7855989336967468,[ 0.67679423  1.99747    -3.1253374 ]
opening ajh merinding,negative,0.9564804434776306,[-0.696641  -2.303331   2.5761888]
ditunjukin biar ikut,neutral,0.8519890308380127,[-2.114816    1.7844118  -0.08986142]
masuk trending aneh,negative,0.9960198998451232,[-2.61983  -1.505208  4.30094 ]
gilssss bgtttt jiwa jiwa ambil jaman olimpiade lagiiiii,positive,0.955488383769989,[ 2.7334588  -2.4632668  -0.45949224]
nan,positive,0.5520077347755432,[ 0.5400192  -0.94198436  0.00282718]
dokter,neutral,0.7745503783226013,[-1.3426554   1.2225945  -0.31838325]
allah butir debu moga anak berahlakul karimah puinter banget amin,positive,0.9884707927703856,[ 3.4429584 -1.452066  -2.0344832]
film horor merinding nonton nyaaa,negative,0.7499046325683594,[ 0.60557   -2.7080555  1.7394115]
kenal merinding bangga keren,positive,0.989427387714386,[ 3.3974078 -1.9457718 -1.734556 ]
kakak kasi biar rumah ngerjain ka hihi biar ikut ajar,neutral,0.6411561965942383,[-1.9232645   0.82263213  0.12042726]
kerenn bangettt,positive,0.996604323387146,[ 4.2458153 -2.144184  -2.1143887]
keren sii tranding,positive,0.9962183833122252,[ 4.2059126 -1.9541848 -2.1806703]
eliminasi bodoh,negative,0.9982288479804992,[-2.381282  -2.260343   4.7084756]
nyala dokter,negative,0.6728410124778748,[-1.7612453   0.15949222  1.0172677 ]
masyaallah kerennnn bangetttt,positive,0.9964612126350404,[ 4.2133265 -1.9746706 -2.290719 ]
seruuu ken orang cerdas gabung ruang guru maaak mo gabung lagi,positive,0.9071789979934692,[ 1.9549654  -1.5349247  -0.67870873]
yesaya pick banget,positive,0.9680535197257996,[ 2.6629493 -1.605917  -1.300205 ]
isi degdegan wk,negative,0.9904143810272216,[-1.909593  -1.9209867  3.4157338]
allahummasholialla sayyidinamuhammad waalaalisyayyidina muhammad moga yaaallah,positive,0.6886568665504456,[ 1.1235704   0.18217072 -1.6567202 ]
devil plan versi indonesia,neutral,0.9944784641265868,[-1.7127442  3.8631809 -2.4768877]
lihat sadar akau g pinter les g sih ruang guru,negative,0.9925244450569152,[-2.6651747 -1.2308091  3.8715217]
seru nonton orang pinterr,positive,0.9955559372901917,[ 4.130024  -2.1947277 -1.7946889]
iklan skip lewat emak,negative,0.9569470882415771,[-2.2398236  -0.55936956  2.7127788 ]
maxwell,positive,0.4603891372680664,[ 0.24089223 -0.14551668 -0.46720058]
nyala,negative,0.8969831466674805,[-0.5101599 -1.5544792  1.9555185]
yaallah moga pintar cakep nular yaallah,positive,0.9749799966812134,[ 2.8181674 -1.6490088 -1.4375868]
saintek soshum ajak,neutral,0.988559067249298,[-1.697916   3.2654877 -2.1196604]
masyaallah lihat banyakin sholawat moga anak ku auto langsung kirim link anak smp pas libur pondok hebat inshaallah anak hebat,positive,0.9873700141906738,[ 3.3997035 -1.3548431 -2.0779579]
akuin anak ui itb emang puinteerrr2 anak ui vibesnya kompetitif bangettt anak itb rajiin lihat fyp tiktok habis kuliah ajar kursus gitu anak ugm kuliah d3 anak2 d3 jaman cenderung seloow bgt ajar kuis uji temenku asli puinterrr banget maleessssnya main lambat lulus organisasi kuliah asli cerdas bgt 1 mata kuliah gegara diajarin mudeng dosen dosen killer abis nilai kosan teman teman fakultas lihat aja ajar kuis uji sibuk keg organisasi cricleku super rajin ajar kaya anak ui itb,positive,0.6854813694953918,[ 1.7862089 -2.5883532  0.9792997]
aduhhh kerennn bgttt ngitungg niattt banget nulis hahhahahhaa penasaraaan episode2 berikutnyaaa,positive,0.988666534423828,[ 3.4783583 -2.081719  -1.3992836]
remah rengginang huhuu,negative,0.98930686712265,[-1.6285352 -1.7123128  3.5510037]
neng lihat orang orang pinter lomba gin,negative,0.8452539443969727,[ 0.17434992 -2.2672238   1.9556451 ]
bagus sinema elektronik,positive,0.9488938450813292,[ 2.4642222  -0.63086027 -2.293237  ]
wajah2 pintar indonesia yg mudah2an ubah arus laknat hidup indonesia,positive,0.9339726567268372,[ 2.1659539 -1.6901665 -0.8389137]
bahagia bangga bunga lihat,positive,0.9939914345741272,[ 3.9379761 -1.4419153 -2.6074758]
keren iri,positive,0.9129977822303772,[ 2.605202   -3.2209826   0.22296256]
hebat bangett kaliann semuaaaa,positive,0.9953552484512328,[ 4.0645695 -1.9901301 -2.0017295]
watch english,neutral,0.9286043643951416,[-1.792313   2.054241  -0.8365625]
emang best sihh kampus mrk sesuai lulus kualitas,positive,0.9964231848716736,[ 4.3469963 -1.7105637 -2.3379376]
masya allah sumpah haru bangga lihat konten bagus,positive,0.9935374855995178,[ 3.8112123 -1.8417403 -1.9987783]
ruang guru keren moga acara lanjut,positive,0.9799069166183472,[ 3.4225283 -0.537985  -3.112449 ]
keren banget please banyakin kayak bgni biar anak motivasi,positive,0.9633187651634216,[ 2.6120965 -1.3503318 -1.3480116]
masyaallah pas2 ken banget anak jenius,positive,0.9026748538017272,[ 2.4487062  -2.3773255   0.14412272]
yesaya anak om ded aska gk sih asa aja,negative,0.966163694858551,[-2.6639297  -0.56536824  2.9021077 ]
kak naufal alumni glagah bwi,neutral,0.9156971573829652,[ 0.01105792  2.4393349  -3.1137514 ]
semangat eliminasi hebat,positive,0.9957261085510254,[ 4.1522446 -1.7622128 -2.2904198]
kerja min,neutral,0.6796817779541016,[ 1.0451665  1.8178902 -2.8361347]
epictos momentos,neutral,0.6151394248008728,[-0.41133994  0.5785989  -0.79163235]
buatin game google play kayak gin ruang guru,neutral,0.9847144484519958,[-2.8932235  3.4943013 -0.7858605]
nonton orang prestasi menang teruuss gacor acara,positive,0.9947839379310608,[ 4.040923  -1.6000443 -2.3397846]
makan mie instan nasi yah,neutral,0.5724442601203918,[ 0.3790488   0.74388605 -2.2014349 ]
apa daya coboy campus,positive,0.7171149253845215,[ 1.124057  -0.0867286 -1.2140155]
pgn ikoottt wkwk,positive,0.9068126082420348,[ 2.273004   -0.07966369 -2.6002352 ]
mauuuu,positive,0.9904505610466005,[ 3.6231096 -1.2563043 -2.5716832]
rea nana eliminasi,neutral,0.8526921272277832,[-1.4680287   1.286109   -0.92945224]
ruang guru best sihhh,positive,0.9950520396232604,[ 4.0886054 -1.7940068 -2.037498 ]
tonton faedah,neutral,0.6684277653694153,[-0.08571243  0.8933261  -1.2238101 ]
kaya gin banget viral didik motivasi berita berita masyarakat resah,negative,0.9946417808532716,[-3.300444  -1.0669338  4.258618 ]
alhamdulillah didik youtube indonesia,positive,0.946741223335266,[ 2.8842924  -0.03679994 -3.1563509 ]
pinter pinter banget gua suka lihat orang pinter debat ngomong asa keren,positive,0.9964123368263244,[ 4.270159  -2.0870388 -2.0136144]
terimakasih peduli didik indonesia,positive,0.957123041152954,[ 2.8458178  -0.33135098 -2.9324212 ]
ayo semngatagi lolos teriak kenceng biar rasa tarung,negative,0.560355544090271,[ 0.11134562 -1.3462362   0.5632377 ]
deh gede gin perintah akan biar libat,negative,0.9794536232948304,[-2.0841177 -1.1867532  3.0194714]
sering2 bikin acara kayak gin manfaat dorong motivasi ajar anak2 indonesia,neutral,0.428488552570343,[ 0.14568354  0.23540427 -0.6330539 ]
keren hebat hebat semuaaa ngomong ngomong maxwell bicara lucu wkwk,positive,0.9949945211410522,[ 3.984013  -2.1053815 -1.9070919]
moga acara viral keren banget,positive,0.994459867477417,[ 3.9220464 -1.712732  -2.2928052]
kereeeen merinding,positive,0.8192473649978638,[ 1.8727348  -2.4676232   0.30059615]
seru,positive,0.9969782829284668,[ 4.448787  -1.7827411 -2.3965132]
viral,negative,0.9107707142829896,[-0.5327739 -1.5323642  2.10368  ]
life laugh yale oxford,neutral,0.7333036661148071,[-0.18511038  1.1223326  -1.2508826 ]
bagus moga tonton manfaat indonesia,positive,0.9798052906990052,[ 3.0186303 -1.3412971 -1.8309605]
makan cerdas banget,positive,0.9931406378746032,[ 3.753218  -2.265832  -1.6560876]
could make eng subtitles available,neutral,0.9847666025161744,[-2.5910819  3.1755443 -1.2194657]
kasih ide eleminasi 10 orang episode 2 sih biar acara laaammmaaaa,positive,0.4885591268539428,[ 0.50896484  0.4204688  -1.5195673 ]
kaya gin trend youtube,positive,0.7281061410903931,[ 0.8500226 -0.6288649 -1.0773165]
orang pintar indonesia,positive,0.9736831188201904,[ 2.778473  -1.2252992 -1.956631 ]
keren sih acara trend,positive,0.9961656332015992,[ 4.131584  -2.0761747 -2.1689408]
sepinter tetep seru nonton,positive,0.9955262541770936,[ 4.048048  -1.8190548 -2.351259 ]
guru g bodoh mlas bljar,negative,0.9954018592834472,[-1.7895211 -2.0877218  4.143109 ]
seru bgt moga motivasi anak muda,positive,0.9951502680778505,[ 4.158616  -1.5467227 -2.3140056]
huft merinding e r e bangetd,negative,0.9426674246788024,[-0.38186568 -2.27282     2.5585477 ]
pinter2 banget yak orang,positive,0.989939272403717,[ 3.6140792 -1.9150232 -1.4701972]
ayo gayss bantu share biar generasi didik tingkat generasi biar berfikir kritis maju,neutral,0.5889372825622559,[-0.60560876  0.5308184  -0.44466504]
plottwist akhir kekkk durr,negative,0.4709858894348144,[-0.20291881 -0.58774954  0.20002468]
tim emak lihat sholawatan mikir makan anak hebat,positive,0.9556697010993958,[ 2.584258  -1.8191597 -0.7926982]
nang pas ngenalin prestasi ngomong ngomong banga banget orang tua,negative,0.966222882270813,[-0.54257274 -2.218834    2.9825284 ]
nonton merinding serius acara keren banget,positive,0.9951057434082032,[ 3.9673202 -1.8814101 -2.230023 ]
moga pintar nularr,positive,0.9650352001190186,[ 2.6758862  -0.90167344 -2.1170826 ]
bagus bagus ayo diviralkan semangat anak anak generasi muda indonesia generasi emas lolos kecewa hebat,negative,0.9968313574790956,[-1.9753816 -2.3828545  4.2859054]
keren banget,positive,0.997103750705719,[ 4.4456215 -1.8129387 -2.4716065]
allah merinding haru lihat anak2 hebat,positive,0.930147647857666,[ 2.2285323 -1.9126335 -0.5984049]
sliweran ig nonton dech seru,positive,0.9926522374153136,[ 3.933036  -1.1110439 -3.0210435]
skip ngejelasin caranyaaaaaa,negative,0.92741596698761,[-1.5506568 -0.6657564  2.227442 ]
tutorial pintar kak abng,positive,0.950210452079773,[ 2.7867513  -0.22193609 -3.0085063 ]
acara begini2 dibanyakin indonesia,negative,0.7240864038467407,[-1.4302118   0.07359974  1.2391415 ]
apa lihat gpa,negative,0.9691720008850098,[-2.7923183 -0.4372534  3.1014152]
keren keren,positive,0.9968549013137816,[ 4.3253975 -1.955154  -2.3335257]
butuh 10 menit round 1,neutral,0.9961872696876526,[-2.0949981  4.0744953 -2.2822015]
pinter kaya gimna ajar pinter pinter mengsedih,positive,0.8493120670318604,[ 2.0047867  -2.1505885   0.18304302]
keren,positive,0.9971580505371094,[ 4.437896  -1.8782336 -2.4276972]
anjing menang nontonya neng banget menang,positive,0.9125701189041138,[ 2.3978338  -2.8264134  -0.00543621]
university war sih,negative,0.8780743479728699,[-0.6346408 -1.402811   1.7207564]
keren serta ruang guru libat acara nyala,positive,0.9772111177444458,[ 2.875539  -1.2423556 -2.0803764]
tonton sih uhhh greget,positive,0.8933819532394409,[ 2.4010808  -2.8807058   0.23179162]
keren indonesia acara kualitas,positive,0.9959025979042052,[ 4.090233  -1.9309943 -2.294285 ]
bahasa indo ttp baca subtitle,neutral,0.6867383122444153,[-2.6329482  1.4487474  0.626129 ]
gin imbang ekosistem bumi,neutral,0.644599199295044,[-1.7242299  0.8762495  0.1362489]
goblok kayak banget ye ngebayangin wihh mimpi langit gapai coy,negative,0.9979593753814696,[-2.3033454 -2.2664428  4.600903 ]
share biar nonton ngerjain,neutral,0.8783327341079712,[-0.7851121  1.6770465 -1.2553358]
tonton kayak gin indonesia,negative,0.6203171014785767,[-1.3763932  -0.10730685  0.63129777]
ayo syakiraaa ayah ui jugaaaaaaaa,positive,0.9499676823616028,[ 2.2702677 -0.8855465 -2.3285525]
orang pinter serta botita,positive,0.9810813069343568,[ 3.1015933 -1.1829157 -2.1008449]
ibnuuu kamuu ngewakilin sulawesi keren banget,positive,0.9961448907852172,[ 4.2924004 -1.6509588 -2.3947837]
kayak nih makan kalkulator makan nasi,negative,0.6698228120803833,[-2.5316927  0.785465   1.5284628]
keren bgttttt,positive,0.9966179728507996,[ 4.3005767 -1.8462262 -2.3814244]
trend co ah anjaaaaaang lag,negative,0.9924713373184204,[-1.6101629 -2.1712222  3.7227814]
coba ruangguru bikin kompetisi mahasiswa dr universitas nama ipk rendah tingkat potensi gugah mahasuswa jiwa kompetisi dunia kejam,negative,0.9896738529205322,[-1.9957747 -1.4529421  3.567867 ]
seru bgtttt anjrittttttt,positive,0.9952226281166076,[ 4.0454273 -2.1312952 -1.8605644]
beneran trend kemarin,positive,0.9874370098114014,[ 3.368313  -1.3717506 -2.1569579]
jerome kuliah kayak ikut kompetisi deh wkwk,negative,0.9782028794288636,[-1.5940387 -1.536561   2.9322002]
yossi ngk munculin gpa,negative,0.9663781523704528,[-3.5717432  -0.12814043  3.2616885 ]
nungguin banget bus lolos ronde 1,negative,0.4890594482421875,[ 0.3223005 -1.5317646  0.4240155]
seruuu euyyy inspirasi korea yaaa enggak kualitas acara ketimbang prank prank,positive,0.9930686950683594,[ 3.8605359 -1.780106  -1.8149202]
nonton bicara bayi kandung yaallah pinter pinter banget,positive,0.9895231127738952,[ 3.482387  -1.815739  -1.7049576]
tim nonton 2x biar paham,neutral,0.9921922087669371,[-2.5590425  3.6266308 -1.5214634]
sedia english subtitles,neutral,0.99500173330307,[-1.6151788  3.9839754 -2.644362 ]
lolos 2 eliminasi mm understand,neutral,0.9657891392707824,[-1.2015909  2.5327685 -1.9296641]
yesaya sombong banget ronde ehh ujung ujung slh,negative,0.9983116388320924,[-2.5041058 -2.1583047  4.759127 ]
acara kualitas emang dukung bener positif,positive,0.9935734868049622,[ 3.7466106 -1.8649049 -2.1270719]
acara indonesia mutu,positive,0.9461389780044556,[ 2.334739   -0.73560363 -2.2195508 ]
keren,positive,0.9971580505371094,[ 4.437896  -1.8782336 -2.4276972]
nntk terap kelas ala ala university war jugak kayak gin yaaa,positive,0.9103983640670776,[ 2.2482586  -0.15194243 -2.6156046 ]
nonton merinding yaallah pinter2 moga turun bangga orgtua negara pinter2 banget seko,positive,0.7596540451049805,[ 1.6483088 -2.2995327  0.4345968]
mantap acara,positive,0.9965883493423462,[ 4.4184027 -1.5343816 -2.6821468]
cepat woyyy jelasin,neutral,0.4848746061325073,[-2.0470412   0.66119546  0.65692097]
mauu,positive,0.9563148021697998,[ 2.3700364 -1.6583766 -1.2098739]
hebat kak shakira selesai queen scopus,positive,0.9920082092285156,[ 4.040231  -0.9022973 -2.9513404]
tonton orang orang hebat,negative,0.5132113695144653,[ 1.2109153 -2.35142    1.2917507]
tim nonton ulang gara2 tagih acara,negative,0.9315760135650636,[-3.5707655   0.22763649  2.8609498 ]
kerennn bangettt jerome lihat,positive,0.9952432513237,[ 3.993881  -1.9778637 -2.112009 ]
keren banget asli motivasi abneht masuk univ univ keren,positive,0.9952825903892516,[ 4.137042  -1.5907348 -2.3749697]
maxwell arek jowo buangettt rek,negative,0.99105304479599,[-1.8393337 -2.0416846  3.4652002]
asa lengkap bumi aja,negative,0.9393877983093262,[-1.8842132  -0.87967163  2.1731026 ]
trend sih podcast2 aneh gajelas masuk trend,negative,0.9970079064369202,[-2.4336586 -1.880447   4.3826427]
tranding sih,negative,0.9725416302680968,[-1.1022213 -1.6400598  2.924977 ]
rea masuk lulus ronde tiga,neutral,0.991339147090912,[-2.7737308  3.5936193 -1.3654041]
video,neutral,0.6759767532348633,[-0.8814541   0.91722935 -0.24169296]
suka acara motivasi anak zaman,positive,0.9961845278739928,[ 4.422621  -1.3697867 -2.7344542]
uin banten gk,negative,0.7603157758712769,[-2.059994    0.08512753  1.3502336 ]
seru,positive,0.9969782829284668,[ 4.448787  -1.7827411 -2.3965132]
anak ips nonton,negative,0.8987116813659668,[-2.156102   -0.20773154  2.1084833 ]
ssmua psrlu minder 18 cerdas yakin cerdas 18 bidang supportive cerdas kognotif semangat cerdas bidang,positive,0.5571910738945007,[ 0.4926671  -0.32878006 -0.5431909 ]
nonton seruu banget,positive,0.9962331652641296,[ 4.3546925 -1.5056719 -2.6246145]
tutorrrr sepinter,negative,0.9922203421592712,[-1.7399544 -1.970351   3.6930535]
gagal gapapa yaaa baik lawan,negative,0.9943904280662536,[-1.9997756 -2.0100977  3.8658686]
min uang unindra ehehe,neutral,0.9438398480415344,[-2.4628165   2.3622108  -0.60444045]
hrd pantau,neutral,0.9960368275642396,[-2.1627557  3.9388874 -2.4151468]
pilih hebat,positive,0.988448441028595,[ 3.3984904 -1.5675535 -1.9583331]
allah ngerjain mah ngitung manual satu mah erti pola wakaka,negative,0.9026160836219788,[-1.1517202  -0.87763506  1.9144669 ]
tim suka lihat orang prestasi kuat ajar,positive,0.9883506298065186,[ 3.4637055 -1.6797436 -1.6608093]
tim bodoh suka nontonin orang pinter,negative,0.9979604482650756,[-2.665692  -1.9586296  4.635181 ]
curiga shakira nama vestarpen yesaya yesaya,negative,0.8102059960365295,[-3.6643488  1.0680097  2.528126 ]
lahir penuhin ekosistem,negative,0.6912904977798462,[-0.3195746 -1.0399351  0.883061 ]
seru nonton,positive,0.9969295859336852,[ 4.4350634 -1.7188461 -2.5190618]
pinter pinter kalah kerennnnn,negative,0.7193763852119446,[ 1.0290515 -3.2147155  1.9846733]
itb obat,neutral,0.7574676871299744,[-0.9703662   1.0606936  -0.60535777]
saran pas serta ngejelasin cepat biar nyelesaiin gimana proses hitung,neutral,0.96169775724411,[-2.4866254  2.7529643 -0.6130989]
masuk adminnya serta speed cepat jujur mengganu nyebelin banget tuju ken edukasi terimakasih,positive,0.9627329707145692,[ 2.6674376  -2.284246   -0.78595304]
keren bangetttttttt,positive,0.9966625571250916,[ 4.2998123 -1.8975196 -2.3350794]
uns,neutral,0.7078714370727539,[ 0.01793923  1.0955882  -1.5314665 ]
maxwell lucu bgtttt,positive,0.9944315552711488,[ 3.909549  -1.7705445 -2.2159593]
allah moga anak sya anak pinter kyak kakak2 program aamiin,positive,0.9840174317359924,[ 3.2577455 -1.2627609 -1.9713094]
tranding,negative,0.8207123875617981,[-0.7933124 -0.7963931  1.4194767]
merindiiinggg motivasi banget ajar,positive,0.9802808165550232,[ 3.1421893 -2.1569664 -1.0495474]
trend viral go go bisaaa,positive,0.8127844929695129,[ 1.431802   -0.19128072 -1.9779665 ]
terimakasih ruang guru tonton seru kyak gin orang pinter banget get nonton suka banget,positive,0.9953498840332032,[ 4.079528  -1.7971944 -2.2034461]
omg moga anak pinter gin,positive,0.98798930644989,[ 3.3906825 -1.7274103 -1.697483 ]
iri banget sm orang orang pinter gin,negative,0.9964697360992432,[-1.7017968 -2.7175875  4.250092 ]
jerome sih harusnyaa,negative,0.9777014255523682,[-1.43741   -1.7157832  2.9068863]
merinding lihat banyak event indonesia maju indonesia jayaaa,positive,0.974651038646698,[ 2.808561  -2.0462656 -1.1968093]
penasaran pintar mcm gin psikopat rem bnr,negative,0.9667624235153198,[-1.6045027 -1.1080114  2.737664 ]
kaya gin tayang televisi dooong,positive,0.8845850229263306,[ 1.7994509 -1.6703168 -0.5096623]
wahhh expect bkalan vers indonesia ny hyunbin oteweee suruh wajib militer bntrr,negative,0.9934276342391968,[-2.5341597 -1.5998847  3.7497675]
maxwell medhok banget,positive,0.9925427436828612,[ 3.6953566 -1.6705014 -2.168668 ]
sumpah kereeen adain yaaaa,positive,0.9920156002044678,[ 3.7423537 -1.4061122 -2.3587902]
nonton gegara melulu beranda ig penasaran,negative,0.9777461290359496,[-2.854338  -0.693635   3.1981695]
unpad smangat,positive,0.980297327041626,[ 2.9262116 -1.9313583 -1.4695659]
deg degan buset,negative,0.9886054396629332,[-1.1015433 -2.559764   3.5707839]
devils plan korea,neutral,0.9634182453155518,[-1.3989329  2.4286919 -1.6934667]
seru banget keren parahhh kaya nonton film challange gituu gokil,positive,0.9960343241691588,[ 4.236459  -1.9158932 -2.0544803]
bikin keren banget,positive,0.9972212314605712,[ 4.526044  -1.7673277 -2.4456284]
woiwoi kerenbgttttt,positive,0.9928755760192872,[ 3.740785  -2.3553772 -1.5728335]
org org keren bgtt,positive,0.9951281547546388,[ 4.030648  -1.932296  -2.0341055]
durasi kerja menit yah gk,negative,0.7535790801048279,[-2.1894107   0.32716888  1.5226033 ]
seruu banget,positive,0.9968079924583436,[ 4.4315357 -1.7324553 -2.3823767]
ken,neutral,0.5176305770874023,[ 0.44526175  0.6509142  -1.4881618 ]
gemes banget adek adek pinter,positive,0.9690043926239014,[ 3.0353029 -2.7131844 -0.5120966]
kereeen,positive,0.99005788564682,[ 3.5004272 -2.214315  -1.4985298]
masya allah,positive,0.9908129572868348,[ 3.6453748 -1.3779168 -2.2730565]
yesaya blng gampang mna 2 round hasil gaya,neutral,0.5083712339401245,[ 0.48118865  0.6596363  -1.3767569 ]
kagett bangett oxford,negative,0.9972232580184937,[-2.28804   -2.2678716  4.2989197]
uph join,neutral,0.7370962500572205,[ 0.10318551  1.2451308  -2.0388865 ]
vibes vibes gifted kerennnnnn bangetttttt,positive,0.996385097503662,[ 4.3862667 -1.4812174 -2.7471733]
sadar pas nonton lihat subtitle pakai bahasa indonesia,negative,0.8743611574172974,[-3.4067419  0.5268087  2.486276 ]
38 36 reaksi kaya gitu deh,neutral,0.6157921552658081,[-2.5026453  1.4651988  0.9626891]
klau film2 drama trnyata sbelum shakira udh lolos dark character tea gening,neutral,0.9352278113365172,[-0.66571665  2.162137   -2.4312432 ]
nan,positive,0.5520077347755432,[ 0.5400192  -0.94198436  0.00282718]
nan,positive,0.5520077347755432,[ 0.5400192  -0.94198436  0.00282718]
long nontonnya kerennn abiss,positive,0.9971665740013124,[ 4.4496355 -1.8720148 -2.4145577]
ikut nonton doang merinding banggaaaa banget,positive,0.653016209602356,[ 1.478183  -2.6812856  0.81603  ]
pesona orang pintar,positive,0.98911052942276,[ 3.4279568 -1.8003943 -1.7486887]
anjay ibnu,negative,0.9791552424430848,[-0.89063364 -2.484633    3.1438668 ]
trend,positive,0.8406155109405518,[ 1.7715089  -1.5753208  -0.09664283]
hamil nonton ginian doa moga adik janin cerdas kakak kakak,positive,0.682431697845459,[ 0.7732899 -0.8071679 -0.5758348]
maxwell lucuu,positive,0.99523663520813,[ 4.01583   -1.9153031 -2.135523 ]
wow university war indonesian ver,neutral,0.8990552425384521,[ 0.12722445  2.356022   -3.02115   ]
proud indonesia talenta2 prestasi,positive,0.9673216938972472,[ 3.199337   -0.24596462 -3.073356  ]
acara kembang indonesia viralkan acara acara unggul cerdas mati konten konten memviralkan bodoh good job ruangguru,negative,0.9892722368240356,[-1.6833055 -1.6716986  3.5397983]
merinding teruuuus nonton asa lihat dewa,negative,0.9234697222709656,[-0.24015959 -2.3653684   2.3630917 ]
pliss banyakin tonton kualitas,positive,0.7168835997581482,[ 0.8683632 -1.1470114 -0.4723612]
keren,positive,0.9971580505371094,[ 4.437896  -1.8782336 -2.4276972]
kereeen abisss sih nih,positive,0.9801470637321472,[ 3.2543786 -2.545173  -0.8069455]
